2025-08-05 11:50:38,490 - Epoch:001, train loss:2.4991, val loss:1.8955, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:73.60, val_dep_acc:63.11, time:1.12 s
2025-08-05 11:51:28,804 - Epoch:046, train loss:0.7668, val loss:0.7609, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.80, val_dep_acc:86.75, time:1.16 s
2025-08-05 11:51:30,007 - Epoch:047, train loss:0.7657, val loss:0.7597, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.85, time:1.20 s
2025-08-05 11:51:31,280 - Epoch:048, train loss:0.7647, val loss:0.7589, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.89, time:1.27 s
2025-08-05 11:51:32,468 - Epoch:049, train loss:0.7638, val loss:0.7579, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.86, val_dep_acc:86.91, time:1.19 s
2025-08-05 11:51:33,498 - Epoch:050, train loss:0.7629, val loss:0.7570, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.90, time:1.03 s
2025-08-05 11:51:34,595 - Epoch:051, train loss:0.7620, val loss:0.7562, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.90, time:1.10 s
2025-08-05 11:51:35,728 - Epoch:052, train loss:0.7611, val loss:0.7555, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.80, val_dep_acc:86.90, time:1.13 s
2025-08-05 11:51:36,976 - Epoch:053, train loss:0.7604, val loss:0.7546, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.92, time:1.25 s
2025-08-05 11:51:38,080 - Epoch:054, train loss:0.7597, val loss:0.7538, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.91, time:1.10 s
2025-08-05 11:51:39,125 - Epoch:055, train loss:0.7590, val loss:0.7532, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.90, time:1.04 s
2025-08-05 11:51:40,428 - Epoch:056, train loss:0.7583, val loss:0.7526, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.92, time:1.30 s
2025-08-05 11:51:41,496 - Epoch:057, train loss:0.7577, val loss:0.7522, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.79, val_dep_acc:86.92, time:1.07 s
2025-08-05 11:51:42,544 - Epoch:058, train loss:0.7571, val loss:0.7514, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.93, time:1.05 s
2025-08-05 11:51:43,595 - Epoch:059, train loss:0.7566, val loss:0.7509, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.96, time:1.05 s
2025-08-05 11:51:44,581 - Epoch:060, train loss:0.7561, val loss:0.7505, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.95, time:0.99 s
2025-08-05 11:51:45,756 - Epoch:061, train loss:0.7556, val loss:0.7500, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.92, time:1.17 s
2025-08-05 11:51:46,803 - Epoch:062, train loss:0.7551, val loss:0.7496, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.85, val_dep_acc:86.96, time:1.05 s
2025-08-05 11:51:47,889 - Epoch:063, train loss:0.7547, val loss:0.7491, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.94, time:1.09 s
2025-08-05 11:51:49,004 - Epoch:064, train loss:0.7543, val loss:0.7488, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.85, val_dep_acc:86.94, time:1.11 s
2025-08-05 11:51:50,103 - Epoch:065, train loss:0.7539, val loss:0.7483, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.05, time:1.10 s
2025-08-05 11:51:51,245 - Epoch:066, train loss:0.7536, val loss:0.7481, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.80, val_dep_acc:87.01, time:1.14 s
2025-08-05 11:51:52,319 - Epoch:067, train loss:0.7532, val loss:0.7477, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.06, time:1.07 s
2025-08-05 11:51:53,263 - Epoch:068, train loss:0.7529, val loss:0.7473, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:86.99, time:0.94 s
2025-08-05 11:51:54,210 - Epoch:069, train loss:0.7526, val loss:0.7471, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.06, time:0.95 s
2025-08-05 11:51:55,181 - Epoch:070, train loss:0.7523, val loss:0.7469, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.85, val_dep_acc:87.05, time:0.97 s
2025-08-05 11:51:56,344 - Epoch:071, train loss:0.7521, val loss:0.7467, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.85, val_dep_acc:87.07, time:1.16 s
2025-08-05 11:51:57,620 - Epoch:072, train loss:0.7518, val loss:0.7464, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.10, time:1.28 s
2025-08-05 11:51:58,798 - Epoch:073, train loss:0.7516, val loss:0.7462, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.03, time:1.18 s
2025-08-05 11:51:59,948 - Epoch:074, train loss:0.7514, val loss:0.7460, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.11, time:1.15 s
2025-08-05 11:52:01,040 - Epoch:075, train loss:0.7512, val loss:0.7458, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.11, time:1.09 s
2025-08-05 11:52:02,008 - Epoch:076, train loss:0.7510, val loss:0.7457, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.11, time:0.97 s
2025-08-05 11:52:03,070 - Epoch:077, train loss:0.7508, val loss:0.7455, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:1.06 s
2025-08-05 11:52:04,042 - Epoch:078, train loss:0.7507, val loss:0.7454, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:0.97 s
2025-08-05 11:52:05,214 - Epoch:079, train loss:0.7505, val loss:0.7452, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.11, time:1.17 s
2025-08-05 11:52:06,238 - Epoch:080, train loss:0.7504, val loss:0.7451, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:1.02 s
2025-08-05 11:52:07,431 - Epoch:081, train loss:0.7503, val loss:0.7450, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.13, time:1.19 s
2025-08-05 11:52:08,473 - Epoch:082, train loss:0.7502, val loss:0.7449, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.13, time:1.04 s
2025-08-05 11:52:09,421 - Epoch:083, train loss:0.7501, val loss:0.7448, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:0.95 s
2025-08-05 11:52:10,356 - Epoch:084, train loss:0.7500, val loss:0.7447, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:0.93 s
2025-08-05 11:52:11,296 - Epoch:085, train loss:0.7499, val loss:0.7446, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:0.94 s
2025-08-05 11:52:12,421 - Epoch:086, train loss:0.7499, val loss:0.7446, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:1.13 s
2025-08-05 11:52:13,540 - Epoch:087, train loss:0.7498, val loss:0.7445, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.12, time:1.12 s
2025-08-05 11:52:14,825 - Epoch:088, train loss:0.7498, val loss:0.7445, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.14, time:1.28 s
2025-08-05 11:52:15,950 - Epoch:089, train loss:0.7497, val loss:0.7445, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.14, time:1.13 s
2025-08-05 11:52:17,162 - Epoch:090, train loss:0.7497, val loss:0.7444, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:1.21 s
2025-08-05 11:52:18,331 - Epoch:091, train loss:0.7497, val loss:0.7444, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:1.17 s
2025-08-05 11:52:19,451 - Epoch:092, train loss:0.7496, val loss:0.7444, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.14, time:1.12 s
2025-08-05 11:52:20,619 - Epoch:093, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.14, time:1.17 s
2025-08-05 11:52:21,762 - Epoch:094, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:1.14 s
2025-08-05 11:52:22,733 - Epoch:095, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:0.97 s
2025-08-05 11:52:23,680 - Epoch:096, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:0.95 s
2025-08-05 11:52:24,642 - Epoch:097, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:0.96 s
2025-08-05 11:52:25,645 - Epoch:098, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:1.00 s
2025-08-05 11:52:26,796 - Epoch:099, train loss:0.7496, val loss:0.7443, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.01, val_dep_acc:87.15, time:1.15 s
2025-08-05 11:52:27,967 - Training Finished! Early stopping at epoch 100
2025-08-05 11:52:27,968 - Best model found at epoch 90. 
Train Loss: 0.7497, Val Loss: 0.7444, Val Severity Acc: 0.8001, Val Depart Acc: 0.8715, Combined Score: 0.8873
2025-08-05 11:57:26,168 - Epoch:001, train loss:2.4518, val loss:1.8619, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:74.49, val_dep_acc:63.73, time:1.13 s
2025-08-05 11:57:27,356 - Epoch:002, train loss:1.6599, val loss:1.5228, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:76.20, val_dep_acc:66.88, time:1.19 s
2025-08-05 11:57:28,578 - Epoch:003, train loss:1.4244, val loss:1.3609, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:77.23, val_dep_acc:70.12, time:1.22 s
2025-08-05 11:57:30,171 - Epoch:004, train loss:1.2935, val loss:1.2579, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:77.75, val_dep_acc:73.39, time:1.59 s
2025-08-05 11:57:31,209 - Epoch:005, train loss:1.2051, val loss:1.1840, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.36, val_dep_acc:75.83, time:1.04 s
2025-08-05 11:57:32,248 - Epoch:006, train loss:1.1394, val loss:1.1271, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.44, val_dep_acc:76.90, time:1.04 s
2025-08-05 11:57:33,326 - Epoch:007, train loss:1.0880, val loss:1.0813, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.72, val_dep_acc:77.57, time:1.08 s
2025-08-05 11:57:34,533 - Epoch:008, train loss:1.0462, val loss:1.0438, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.68, val_dep_acc:78.05, time:1.21 s
2025-08-05 11:57:35,833 - Epoch:009, train loss:1.0115, val loss:1.0118, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.86, val_dep_acc:79.70, time:1.30 s
2025-08-05 11:57:37,051 - Epoch:010, train loss:0.9822, val loss:0.9849, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.88, val_dep_acc:80.35, time:1.22 s
2025-08-05 11:57:38,139 - Epoch:011, train loss:0.9573, val loss:0.9620, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.89, val_dep_acc:82.00, time:1.09 s
2025-08-05 11:57:39,187 - Epoch:012, train loss:0.9360, val loss:0.9422, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.05, val_dep_acc:82.58, time:1.05 s
2025-08-05 11:57:40,307 - Epoch:013, train loss:0.9176, val loss:0.9251, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.15, val_dep_acc:83.26, time:1.12 s
2025-08-05 11:57:41,572 - Epoch:014, train loss:0.9017, val loss:0.9102, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.36, val_dep_acc:83.83, time:1.26 s
2025-08-05 11:57:42,869 - Epoch:015, train loss:0.8878, val loss:0.8973, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:84.41, time:1.30 s
2025-08-05 11:57:44,013 - Epoch:016, train loss:0.8756, val loss:0.8859, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:84.79, time:1.14 s
2025-08-05 11:57:45,192 - Epoch:017, train loss:0.8649, val loss:0.8758, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.31, val_dep_acc:84.60, time:1.18 s
2025-08-05 11:57:46,325 - Epoch:018, train loss:0.8555, val loss:0.8668, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.36, val_dep_acc:84.77, time:1.13 s
2025-08-05 11:57:47,384 - Epoch:019, train loss:0.8470, val loss:0.8587, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.36, val_dep_acc:84.79, time:1.06 s
2025-08-05 11:57:48,517 - Epoch:020, train loss:0.8395, val loss:0.8515, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:84.91, time:1.13 s
2025-08-05 11:57:49,588 - Epoch:021, train loss:0.8328, val loss:0.8452, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:84.97, time:1.07 s
2025-08-05 11:57:50,631 - Epoch:022, train loss:0.8267, val loss:0.8393, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:84.99, time:1.04 s
2025-08-05 11:57:51,727 - Epoch:023, train loss:0.8211, val loss:0.8339, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:85.16, time:1.10 s
2025-08-05 11:57:52,963 - Epoch:024, train loss:0.8161, val loss:0.8292, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:85.24, time:1.24 s
2025-08-05 11:57:54,151 - Epoch:025, train loss:0.8115, val loss:0.8248, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.26, val_dep_acc:85.43, time:1.19 s
2025-08-05 11:57:55,467 - Epoch:026, train loss:0.8072, val loss:0.8208, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.35, val_dep_acc:85.45, time:1.32 s
2025-08-05 11:57:56,659 - Epoch:027, train loss:0.8034, val loss:0.8169, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.26, val_dep_acc:85.58, time:1.19 s
2025-08-05 11:57:57,991 - Epoch:028, train loss:0.7998, val loss:0.8133, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.52, val_dep_acc:85.60, time:1.33 s
2025-08-05 11:57:59,129 - Epoch:029, train loss:0.7965, val loss:0.8102, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.48, val_dep_acc:85.64, time:1.14 s
2025-08-05 11:58:00,226 - Epoch:030, train loss:0.7935, val loss:0.8073, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.25, val_dep_acc:85.73, time:1.10 s
2025-08-05 11:58:01,285 - Epoch:031, train loss:0.7906, val loss:0.8044, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.40, val_dep_acc:85.75, time:1.06 s
2025-08-05 11:58:02,336 - Epoch:032, train loss:0.7879, val loss:0.8020, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.25, val_dep_acc:85.78, time:1.05 s
2025-08-05 11:58:03,392 - Epoch:033, train loss:0.7855, val loss:0.7994, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.39, val_dep_acc:85.79, time:1.06 s
2025-08-05 11:58:04,700 - Epoch:034, train loss:0.7831, val loss:0.7972, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.41, val_dep_acc:86.03, time:1.31 s
2025-08-05 11:58:05,842 - Epoch:035, train loss:0.7810, val loss:0.7950, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.26, val_dep_acc:86.32, time:1.14 s
2025-08-05 11:58:07,052 - Epoch:036, train loss:0.7790, val loss:0.7931, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.49, val_dep_acc:86.02, time:1.21 s
2025-08-05 11:58:08,024 - Epoch:037, train loss:0.7771, val loss:0.7912, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.41, val_dep_acc:86.05, time:0.97 s
2025-08-05 11:58:09,070 - Epoch:038, train loss:0.7752, val loss:0.7895, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.50, val_dep_acc:86.54, time:1.05 s
2025-08-05 11:58:10,057 - Epoch:039, train loss:0.7736, val loss:0.7879, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.39, val_dep_acc:86.53, time:0.99 s
2025-08-05 11:58:11,163 - Epoch:040, train loss:0.7720, val loss:0.7866, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.41, val_dep_acc:86.16, time:1.11 s
2025-08-05 11:58:12,340 - Epoch:041, train loss:0.7705, val loss:0.7849, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.39, val_dep_acc:86.67, time:1.18 s
2025-08-05 11:58:13,317 - Epoch:042, train loss:0.7691, val loss:0.7836, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.39, val_dep_acc:86.60, time:0.98 s
2025-08-05 11:58:14,304 - Epoch:043, train loss:0.7677, val loss:0.7823, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.50, val_dep_acc:86.62, time:0.99 s
