2025-07-30 17:22:23,116 - Epoch:001, train loss:1.8710, val loss:1.2786, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:74.27, val_dep_acc:81.74, time:4.14 s
2025-07-30 17:24:02,844 - Epoch:026, train loss:0.6697, val loss:0.6765, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.00, val_dep_acc:88.45, time:4.00 s
2025-07-30 17:24:06,733 - Epoch:027, train loss:0.6696, val loss:0.6815, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.81, val_dep_acc:88.76, time:3.89 s
2025-07-30 17:24:10,615 - Epoch:028, train loss:0.6685, val loss:0.6716, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.81, val_dep_acc:88.91, time:3.88 s
2025-07-30 17:24:14,703 - Epoch:029, train loss:0.6674, val loss:0.6716, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.70, val_dep_acc:88.91, time:4.09 s
2025-07-30 17:24:18,703 - Epoch:030, train loss:0.6670, val loss:0.6720, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.02, val_dep_acc:88.77, time:4.00 s
2025-07-30 17:24:22,731 - Epoch:031, train loss:0.6663, val loss:0.6750, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.78, val_dep_acc:88.72, time:4.03 s
2025-07-30 17:24:26,638 - Epoch:032, train loss:0.6660, val loss:0.6705, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.01, val_dep_acc:88.93, time:3.91 s
2025-07-30 17:24:30,628 - Epoch:033, train loss:0.6654, val loss:0.6713, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.79, val_dep_acc:88.95, time:3.99 s
2025-07-30 17:24:34,671 - Epoch:034, train loss:0.6649, val loss:0.6722, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.79, val_dep_acc:88.67, time:4.04 s
2025-07-30 17:24:38,702 - Training Finished! Early stopping at epoch 35
2025-07-30 17:24:38,702 - Best model found at epoch 25. 
Train Loss: 0.6701, Val Loss: 0.6734, Val Severity Acc: 0.8181, Val Depart Acc: 0.8897, Combined Score: 0.9071
2025-07-30 17:26:45,914 - Epoch:001, train loss:1.8366, val loss:1.2703, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:74.48, val_dep_acc:81.79, time:3.99 s
2025-07-30 17:26:49,980 - Epoch:002, train loss:1.0763, val loss:0.9651, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:76.57, val_dep_acc:86.22, time:4.07 s
2025-07-30 17:26:54,041 - Epoch:003, train loss:0.8953, val loss:0.8600, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.42, val_dep_acc:87.26, time:4.06 s
2025-07-30 17:26:58,088 - Epoch:004, train loss:0.8202, val loss:0.8089, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.49, val_dep_acc:87.72, time:4.05 s
2025-07-30 17:27:02,124 - Epoch:005, train loss:0.7795, val loss:0.7751, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.81, val_dep_acc:87.94, time:4.04 s
2025-07-30 17:27:06,156 - Epoch:006, train loss:0.7537, val loss:0.7543, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.30, val_dep_acc:88.06, time:4.03 s
2025-07-30 17:27:10,213 - Epoch:007, train loss:0.7358, val loss:0.7418, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.50, val_dep_acc:88.14, time:4.06 s
2025-07-30 17:27:14,139 - Epoch:008, train loss:0.7231, val loss:0.7341, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.59, val_dep_acc:87.33, time:3.93 s
2025-07-30 17:27:18,197 - Epoch:009, train loss:0.7134, val loss:0.7204, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.62, val_dep_acc:88.32, time:4.06 s
2025-07-30 17:27:22,099 - Epoch:010, train loss:0.7052, val loss:0.7135, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.66, val_dep_acc:88.21, time:3.90 s
2025-07-30 17:27:26,120 - Epoch:011, train loss:0.6991, val loss:0.7075, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.67, val_dep_acc:88.35, time:4.02 s
2025-07-30 17:27:30,152 - Epoch:012, train loss:0.6935, val loss:0.7032, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.94, val_dep_acc:88.44, time:4.03 s
2025-07-30 17:27:34,048 - Epoch:013, train loss:0.6891, val loss:0.7005, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.93, val_dep_acc:88.39, time:3.90 s
2025-07-30 17:27:38,060 - Epoch:014, train loss:0.6866, val loss:0.6990, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.91, val_dep_acc:88.52, time:4.01 s
2025-07-30 17:27:41,934 - Epoch:015, train loss:0.6836, val loss:0.6987, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.92, val_dep_acc:88.50, time:3.87 s
2025-07-30 17:27:45,938 - Epoch:016, train loss:0.6814, val loss:0.6972, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.89, val_dep_acc:88.53, time:4.00 s
2025-07-30 17:27:49,971 - Epoch:017, train loss:0.6797, val loss:0.6928, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.91, val_dep_acc:88.55, time:4.03 s
2025-07-30 17:27:54,042 - Epoch:018, train loss:0.6771, val loss:0.6895, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.96, val_dep_acc:88.56, time:4.07 s
2025-07-30 17:27:57,961 - Epoch:019, train loss:0.6758, val loss:0.6904, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.96, val_dep_acc:88.51, time:3.92 s
2025-07-30 17:28:01,840 - Epoch:020, train loss:0.6741, val loss:0.6892, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.98, val_dep_acc:88.51, time:3.88 s
2025-07-30 17:28:05,752 - Epoch:021, train loss:0.6731, val loss:0.6868, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.98, val_dep_acc:88.50, time:3.91 s
2025-07-30 17:28:09,778 - Epoch:022, train loss:0.6720, val loss:0.6894, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.98, val_dep_acc:88.59, time:4.03 s
2025-07-30 17:28:13,905 - Epoch:023, train loss:0.6714, val loss:0.6844, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.97, val_dep_acc:88.66, time:4.13 s
2025-07-30 17:28:17,951 - Epoch:024, train loss:0.6705, val loss:0.6856, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.97, val_dep_acc:88.69, time:4.05 s
2025-07-30 17:28:21,887 - Epoch:025, train loss:0.6699, val loss:0.6843, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.00, val_dep_acc:88.55, time:3.93 s
2025-07-30 17:28:25,822 - Epoch:026, train loss:0.6686, val loss:0.6824, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.99, val_dep_acc:88.49, time:3.93 s
2025-07-30 17:28:29,720 - Epoch:027, train loss:0.6676, val loss:0.6831, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.01, val_dep_acc:88.46, time:3.90 s
2025-07-30 17:28:33,639 - Epoch:028, train loss:0.6668, val loss:0.6831, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.01, val_dep_acc:88.67, time:3.92 s
2025-07-30 17:28:37,536 - Epoch:029, train loss:0.6667, val loss:0.6811, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.01, val_dep_acc:88.60, time:3.90 s
2025-07-30 17:28:41,442 - Epoch:030, train loss:0.6655, val loss:0.6824, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.00, val_dep_acc:88.51, time:3.91 s
2025-07-30 17:28:45,523 - Epoch:031, train loss:0.6652, val loss:0.6803, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.70, time:4.08 s
2025-07-30 17:28:49,595 - Epoch:032, train loss:0.6649, val loss:0.6806, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.73, time:4.07 s
2025-07-30 17:28:53,524 - Epoch:033, train loss:0.6644, val loss:0.6800, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.61, time:3.93 s
2025-07-30 17:28:57,473 - Epoch:034, train loss:0.6632, val loss:0.6791, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.71, time:3.95 s
2025-07-30 17:29:01,439 - Epoch:035, train loss:0.6627, val loss:0.6803, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.04, val_dep_acc:88.66, time:3.97 s
2025-07-30 17:29:05,441 - Epoch:036, train loss:0.6633, val loss:0.6796, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.64, time:4.00 s
2025-07-30 17:29:09,421 - Epoch:037, train loss:0.6618, val loss:0.6790, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.70, time:3.98 s
2025-07-30 17:29:13,339 - Epoch:038, train loss:0.6619, val loss:0.6791, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.70, time:3.92 s
2025-07-30 17:29:17,247 - Epoch:039, train loss:0.6614, val loss:0.6790, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.55, time:3.91 s
2025-07-30 17:29:21,284 - Epoch:040, train loss:0.6618, val loss:0.6790, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.76, time:4.04 s
2025-07-30 17:29:25,323 - Epoch:041, train loss:0.6609, val loss:0.6777, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.74, time:4.04 s
2025-07-30 17:29:29,395 - Epoch:042, train loss:0.6605, val loss:0.6772, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.77, time:4.07 s
2025-07-30 17:29:33,294 - Epoch:043, train loss:0.6604, val loss:0.6784, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.71, time:3.90 s
2025-07-30 17:29:37,214 - Epoch:044, train loss:0.6606, val loss:0.6826, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.69, time:3.92 s
2025-07-30 17:29:41,277 - Epoch:045, train loss:0.6596, val loss:0.6777, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.74, time:4.06 s
2025-07-30 17:29:45,228 - Epoch:046, train loss:0.6595, val loss:0.6804, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.51, time:3.95 s
2025-07-30 17:29:49,272 - Epoch:047, train loss:0.6592, val loss:0.6791, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.12, val_dep_acc:88.61, time:4.04 s
2025-07-30 17:29:53,196 - Epoch:048, train loss:0.6589, val loss:0.6786, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.76, time:3.92 s
2025-07-30 17:29:57,130 - Epoch:049, train loss:0.6588, val loss:0.6794, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.75, time:3.93 s
2025-07-30 17:30:01,062 - Epoch:050, train loss:0.6585, val loss:0.6776, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.09, val_dep_acc:88.69, time:3.93 s
2025-07-30 17:30:05,144 - Epoch:051, train loss:0.6582, val loss:0.6775, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.81, time:4.08 s
2025-07-30 17:30:09,194 - Epoch:052, train loss:0.6584, val loss:0.6771, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.81, time:4.05 s
2025-07-30 17:30:13,121 - Epoch:053, train loss:0.6577, val loss:0.6790, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.69, time:3.93 s
2025-07-30 17:30:17,167 - Epoch:054, train loss:0.6577, val loss:0.6779, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.83, time:4.05 s
2025-07-30 17:30:21,332 - Epoch:055, train loss:0.6574, val loss:0.6766, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.84, time:4.16 s
2025-07-30 17:30:25,281 - Epoch:056, train loss:0.6572, val loss:0.6770, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.09, val_dep_acc:88.81, time:3.95 s
2025-07-30 17:30:29,188 - Epoch:057, train loss:0.6571, val loss:0.6774, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.71, time:3.91 s
2025-07-30 17:30:33,110 - Epoch:058, train loss:0.6568, val loss:0.6765, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.83, time:3.92 s
2025-07-30 17:30:37,050 - Epoch:059, train loss:0.6565, val loss:0.6773, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.79, time:3.94 s
2025-07-30 17:30:41,142 - Epoch:060, train loss:0.6565, val loss:0.6768, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.85, time:4.09 s
2025-07-30 17:30:45,080 - Epoch:061, train loss:0.6560, val loss:0.6777, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.09, val_dep_acc:88.69, time:3.94 s
2025-07-30 17:30:48,964 - Epoch:062, train loss:0.6561, val loss:0.6770, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.68, time:3.88 s
2025-07-30 17:30:52,863 - Epoch:063, train loss:0.6558, val loss:0.6768, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.81, time:3.90 s
2025-07-30 17:30:56,744 - Epoch:064, train loss:0.6558, val loss:0.6767, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.70, time:3.88 s
2025-07-30 17:31:00,650 - Epoch:065, train loss:0.6560, val loss:0.6763, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.72, time:3.91 s
2025-07-30 17:31:04,562 - Epoch:066, train loss:0.6552, val loss:0.6759, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.75, time:3.91 s
2025-07-30 17:31:08,464 - Epoch:067, train loss:0.6553, val loss:0.6757, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.82, time:3.90 s
2025-07-30 17:31:12,371 - Epoch:068, train loss:0.6549, val loss:0.6760, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.05, val_dep_acc:88.84, time:3.91 s
2025-07-30 17:31:16,446 - Epoch:069, train loss:0.6549, val loss:0.6767, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.09, val_dep_acc:88.89, time:4.07 s
2025-07-30 17:31:20,387 - Epoch:070, train loss:0.6551, val loss:0.6773, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.70, time:3.94 s
2025-07-30 17:31:24,330 - Epoch:071, train loss:0.6547, val loss:0.6759, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.73, time:3.94 s
2025-07-30 17:31:28,232 - Epoch:072, train loss:0.6547, val loss:0.6757, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.84, time:3.90 s
2025-07-30 17:31:32,131 - Epoch:073, train loss:0.6546, val loss:0.6772, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.86, time:3.90 s
2025-07-30 17:31:36,040 - Epoch:074, train loss:0.6545, val loss:0.6757, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.82, time:3.91 s
2025-07-30 17:31:39,959 - Epoch:075, train loss:0.6544, val loss:0.6758, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.79, time:3.92 s
2025-07-30 17:31:43,856 - Epoch:076, train loss:0.6541, val loss:0.6757, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.81, time:3.90 s
2025-07-30 17:31:47,793 - Epoch:077, train loss:0.6542, val loss:0.6759, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.06, val_dep_acc:88.81, time:3.94 s
2025-07-30 17:31:51,709 - Epoch:078, train loss:0.6539, val loss:0.6760, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.03, val_dep_acc:88.66, time:3.92 s
2025-07-30 17:31:55,635 - Training Finished! Early stopping at epoch 79
2025-07-30 17:31:55,635 - Best model found at epoch 69. 
Train Loss: 0.6549, Val Loss: 0.6767, Val Severity Acc: 0.8109, Val Depart Acc: 0.8889, Combined Score: 0.8998
2025-07-30 17:33:57,735 - Epoch:001, train loss:1.8590, val loss:1.2629, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:74.69, val_dep_acc:82.31, time:3.92 s
2025-07-30 17:34:01,762 - Epoch:002, train loss:1.0817, val loss:0.9585, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:76.72, val_dep_acc:86.64, time:4.03 s
2025-07-30 17:34:05,785 - Epoch:003, train loss:0.8967, val loss:0.8522, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:78.96, val_dep_acc:87.38, time:4.02 s
2025-07-30 17:34:09,796 - Epoch:004, train loss:0.8202, val loss:0.7981, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:79.91, val_dep_acc:88.00, time:4.01 s
2025-07-30 17:34:13,782 - Epoch:005, train loss:0.7779, val loss:0.7669, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.22, val_dep_acc:88.12, time:3.99 s
2025-07-30 17:34:17,682 - Epoch:006, train loss:0.7525, val loss:0.7478, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.36, val_dep_acc:88.03, time:3.90 s
2025-07-30 17:34:21,695 - Epoch:007, train loss:0.7354, val loss:0.7337, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.49, val_dep_acc:88.38, time:4.01 s
2025-07-30 17:34:25,667 - Epoch:008, train loss:0.7218, val loss:0.7235, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.49, val_dep_acc:88.45, time:3.97 s
2025-07-30 17:34:29,476 - Epoch:009, train loss:0.7119, val loss:0.7186, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.68, val_dep_acc:88.13, time:3.81 s
2025-07-30 17:34:33,492 - Epoch:010, train loss:0.7054, val loss:0.7112, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.73, val_dep_acc:88.60, time:4.02 s
2025-07-30 17:34:37,413 - Epoch:011, train loss:0.6990, val loss:0.7047, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.20, val_dep_acc:88.51, time:3.92 s
2025-07-30 17:34:41,415 - Epoch:012, train loss:0.6949, val loss:0.7016, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.21, val_dep_acc:88.53, time:4.00 s
2025-07-30 17:34:45,395 - Epoch:013, train loss:0.6898, val loss:0.6983, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.27, val_dep_acc:88.58, time:3.98 s
2025-07-30 17:34:49,490 - Epoch:014, train loss:0.6864, val loss:0.6970, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.29, val_dep_acc:88.67, time:4.09 s
2025-07-30 17:34:53,489 - Epoch:015, train loss:0.6840, val loss:0.6928, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.59, time:4.00 s
2025-07-30 17:34:57,427 - Epoch:016, train loss:0.6813, val loss:0.6904, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.59, time:3.94 s
2025-07-30 17:35:01,360 - Epoch:017, train loss:0.6795, val loss:0.6898, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.39, val_dep_acc:88.59, time:3.93 s
2025-07-30 17:35:05,302 - Epoch:018, train loss:0.6773, val loss:0.6894, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.54, val_dep_acc:88.35, time:3.94 s
2025-07-30 17:35:09,229 - Epoch:019, train loss:0.6755, val loss:0.6876, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.56, time:3.93 s
2025-07-30 17:35:13,255 - Epoch:020, train loss:0.6750, val loss:0.6857, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.79, time:4.03 s
2025-07-30 17:35:17,138 - Epoch:021, train loss:0.6730, val loss:0.6857, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.42, val_dep_acc:88.67, time:3.88 s
2025-07-30 17:35:21,037 - Epoch:022, train loss:0.6718, val loss:0.6831, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.46, val_dep_acc:88.64, time:3.90 s
2025-07-30 17:35:25,113 - Epoch:023, train loss:0.6708, val loss:0.6826, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.42, val_dep_acc:88.86, time:4.07 s
2025-07-30 17:35:28,982 - Epoch:024, train loss:0.6701, val loss:0.6869, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.68, val_dep_acc:88.66, time:3.87 s
2025-07-30 17:35:32,880 - Epoch:025, train loss:0.6697, val loss:0.6845, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.74, time:3.90 s
2025-07-30 17:35:36,795 - Epoch:026, train loss:0.6685, val loss:0.6862, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.45, val_dep_acc:88.25, time:3.91 s
2025-07-30 17:35:40,675 - Epoch:027, train loss:0.6678, val loss:0.6803, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.73, time:3.88 s
2025-07-30 17:35:44,577 - Epoch:028, train loss:0.6670, val loss:0.6825, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.71, time:3.90 s
