2025-08-05 22:11:14,213 - Epoch:001, train loss:1.4036, val loss:0.8608, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.16, val_dep_acc:81.53, time:7.82 s
2025-08-05 22:13:13,966 - Epoch:020, train loss:0.6419, val loss:0.6481, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.72, val_dep_acc:89.06, time:5.98 s
2025-08-05 22:13:20,158 - Epoch:021, train loss:0.6405, val loss:0.6486, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.05, val_dep_acc:88.91, time:6.19 s
2025-08-05 22:13:26,594 - Epoch:022, train loss:0.6389, val loss:0.6545, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.62, val_dep_acc:88.52, time:6.43 s
2025-08-05 22:13:32,841 - Epoch:023, train loss:0.6376, val loss:0.6503, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.66, val_dep_acc:89.05, time:6.25 s
2025-08-05 22:13:39,289 - Epoch:024, train loss:0.6368, val loss:0.6466, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.03, val_dep_acc:88.90, time:6.45 s
2025-08-05 22:13:45,620 - Epoch:025, train loss:0.6364, val loss:0.6464, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.11, val_dep_acc:89.02, time:6.33 s
2025-08-05 22:13:51,950 - Epoch:026, train loss:0.6340, val loss:0.6458, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.05, val_dep_acc:88.99, time:6.33 s
2025-08-05 22:13:57,978 - Epoch:027, train loss:0.6334, val loss:0.6482, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.07, val_dep_acc:88.93, time:6.03 s
2025-08-05 22:14:04,691 - Epoch:028, train loss:0.6327, val loss:0.6467, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.06, val_dep_acc:89.15, time:6.71 s
2025-08-05 22:14:11,634 - Epoch:029, train loss:0.6305, val loss:0.6454, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.10, val_dep_acc:89.02, time:6.94 s
2025-08-05 22:14:18,393 - Epoch:030, train loss:0.6295, val loss:0.6494, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.11, val_dep_acc:88.99, time:6.76 s
2025-08-05 22:14:25,428 - Epoch:031, train loss:0.6291, val loss:0.6455, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.07, val_dep_acc:89.16, time:7.03 s
2025-08-05 22:14:32,279 - Epoch:032, train loss:0.6288, val loss:0.6543, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.65, val_dep_acc:88.69, time:6.85 s
2025-08-05 22:14:39,073 - Epoch:033, train loss:0.6269, val loss:0.6455, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.63, val_dep_acc:89.00, time:6.79 s
2025-08-05 22:14:45,925 - Epoch:034, train loss:0.6249, val loss:0.6473, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.13, val_dep_acc:89.07, time:6.85 s
2025-08-05 22:14:52,856 - Epoch:035, train loss:0.6256, val loss:0.6454, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.07, val_dep_acc:89.08, time:6.93 s
2025-08-05 22:14:59,731 - Epoch:036, train loss:0.6240, val loss:0.6469, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.97, val_dep_acc:89.08, time:6.87 s
2025-08-05 22:15:06,529 - Epoch:037, train loss:0.6249, val loss:0.6457, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.70, val_dep_acc:89.13, time:6.80 s
2025-08-05 22:15:13,350 - Epoch:038, train loss:0.6230, val loss:0.6486, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.00, val_dep_acc:89.07, time:6.82 s
2025-08-05 22:15:20,176 - Epoch:039, train loss:0.6210, val loss:0.6471, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:82.02, val_dep_acc:89.07, time:6.83 s
2025-08-05 22:15:27,044 - Epoch:040, train loss:0.6196, val loss:0.6489, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.99, val_dep_acc:88.69, time:6.87 s
2025-08-05 22:15:33,840 - Training Finished! Early stopping at epoch 41
2025-08-05 22:15:33,840 - Best model found at epoch 31. 
Train Loss: 0.6291, Val Loss: 0.6455, Val Severity Acc: 0.8207, Val Depart Acc: 0.8916, Combined Score: 0.9099
2025-08-05 22:17:38,123 - Epoch:001, train loss:1.4294, val loss:0.8839, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.27, val_dep_acc:81.90, time:7.13 s
2025-08-05 22:17:45,085 - Epoch:002, train loss:0.7838, val loss:0.7440, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.63, val_dep_acc:86.59, time:6.96 s
2025-08-05 22:17:52,167 - Epoch:003, train loss:0.7136, val loss:0.7069, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.57, val_dep_acc:87.50, time:7.08 s
2025-08-05 22:17:59,350 - Epoch:004, train loss:0.6897, val loss:0.6928, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:87.71, time:7.18 s
2025-08-05 22:18:06,436 - Epoch:005, train loss:0.6779, val loss:0.6877, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.22, val_dep_acc:87.95, time:7.09 s
2025-08-05 22:18:13,562 - Epoch:006, train loss:0.6709, val loss:0.6807, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.00, val_dep_acc:88.02, time:7.13 s
2025-08-05 22:18:20,645 - Epoch:007, train loss:0.6671, val loss:0.6811, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.22, val_dep_acc:88.08, time:7.08 s
2025-08-05 22:18:27,724 - Epoch:008, train loss:0.6629, val loss:0.6854, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.89, val_dep_acc:87.16, time:7.08 s
2025-08-05 22:18:34,838 - Epoch:009, train loss:0.6606, val loss:0.6789, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.68, val_dep_acc:88.24, time:7.11 s
2025-08-05 22:18:41,855 - Epoch:010, train loss:0.6592, val loss:0.6721, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.49, time:7.02 s
2025-08-05 22:18:48,784 - Epoch:011, train loss:0.6553, val loss:0.6694, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.48, time:6.93 s
2025-08-05 22:18:55,802 - Epoch:012, train loss:0.6533, val loss:0.6698, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.97, val_dep_acc:88.53, time:7.02 s
2025-08-05 22:19:02,833 - Epoch:013, train loss:0.6515, val loss:0.6716, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.36, val_dep_acc:88.46, time:7.03 s
2025-08-05 22:19:09,747 - Epoch:014, train loss:0.6493, val loss:0.6673, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.66, val_dep_acc:88.44, time:6.91 s
2025-08-05 22:19:16,920 - Epoch:015, train loss:0.6481, val loss:0.6668, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.36, val_dep_acc:88.60, time:7.17 s
2025-08-05 22:19:23,894 - Epoch:016, train loss:0.6459, val loss:0.6677, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.24, val_dep_acc:88.55, time:6.97 s
2025-08-05 22:19:30,917 - Epoch:017, train loss:0.6445, val loss:0.6701, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.10, val_dep_acc:88.48, time:7.02 s
2025-08-05 22:19:37,987 - Epoch:018, train loss:0.6427, val loss:0.6632, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.68, time:7.07 s
2025-08-05 22:19:45,028 - Epoch:019, train loss:0.6427, val loss:0.6691, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.46, time:7.04 s
2025-08-05 22:19:51,987 - Epoch:020, train loss:0.6404, val loss:0.6637, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.61, time:6.96 s
2025-08-05 22:19:58,905 - Epoch:021, train loss:0.6404, val loss:0.6648, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.20, val_dep_acc:88.66, time:6.92 s
2025-08-05 22:20:05,868 - Epoch:022, train loss:0.6381, val loss:0.6674, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.56, time:6.96 s
2025-08-05 22:20:12,700 - Epoch:023, train loss:0.6381, val loss:0.6694, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.18, val_dep_acc:87.57, time:6.83 s
2025-08-05 22:20:19,737 - Epoch:024, train loss:0.6366, val loss:0.6627, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.68, time:7.04 s
2025-08-05 22:20:26,853 - Epoch:025, train loss:0.6355, val loss:0.6644, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.45, val_dep_acc:88.72, time:7.12 s
2025-08-05 22:20:33,795 - Epoch:026, train loss:0.6340, val loss:0.6604, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.21, val_dep_acc:88.71, time:6.94 s
2025-08-05 22:20:40,742 - Epoch:027, train loss:0.6330, val loss:0.6623, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.18, val_dep_acc:88.68, time:6.95 s
2025-08-05 22:20:47,673 - Epoch:028, train loss:0.6313, val loss:0.6684, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.66, val_dep_acc:88.52, time:6.93 s
2025-08-05 22:20:54,660 - Epoch:029, train loss:0.6304, val loss:0.6640, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.72, time:6.99 s
2025-08-05 22:21:01,591 - Epoch:030, train loss:0.6297, val loss:0.6634, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.19, val_dep_acc:88.66, time:6.93 s
2025-08-05 22:21:08,738 - Epoch:031, train loss:0.6288, val loss:0.6621, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.33, val_dep_acc:88.76, time:7.15 s
2025-08-05 22:21:15,763 - Epoch:032, train loss:0.6280, val loss:0.6645, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.39, val_dep_acc:88.68, time:7.03 s
2025-08-05 22:21:22,898 - Epoch:033, train loss:0.6263, val loss:0.6620, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.29, val_dep_acc:88.83, time:7.13 s
2025-08-05 22:21:29,953 - Epoch:034, train loss:0.6266, val loss:0.6603, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.34, val_dep_acc:88.81, time:7.05 s
2025-08-05 22:21:36,968 - Epoch:035, train loss:0.6262, val loss:0.6622, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.33, val_dep_acc:88.77, time:7.01 s
2025-08-05 22:21:44,020 - Epoch:036, train loss:0.6238, val loss:0.6608, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.29, val_dep_acc:88.75, time:7.05 s
2025-08-05 22:21:50,963 - Epoch:037, train loss:0.6233, val loss:0.6609, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.18, val_dep_acc:88.82, time:6.94 s
2025-08-05 22:21:57,937 - Epoch:038, train loss:0.6226, val loss:0.6626, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.68, time:6.97 s
2025-08-05 22:22:04,821 - Epoch:039, train loss:0.6215, val loss:0.6614, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.62, time:6.88 s
2025-08-05 22:22:11,825 - Epoch:040, train loss:0.6202, val loss:0.6649, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.34, val_dep_acc:88.72, time:7.00 s
2025-08-05 22:22:18,886 - Epoch:041, train loss:0.6197, val loss:0.6639, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.21, val_dep_acc:88.59, time:7.06 s
2025-08-05 22:22:25,924 - Epoch:042, train loss:0.6190, val loss:0.6639, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.45, val_dep_acc:88.85, time:7.04 s
2025-08-05 22:22:32,934 - Epoch:043, train loss:0.6175, val loss:0.6655, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.10, val_dep_acc:88.62, time:7.01 s
2025-08-05 22:22:39,921 - Epoch:044, train loss:0.6173, val loss:0.6663, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.48, val_dep_acc:88.64, time:6.99 s
2025-08-05 22:22:46,847 - Epoch:045, train loss:0.6170, val loss:0.6642, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.32, val_dep_acc:88.76, time:6.93 s
2025-08-05 22:22:53,760 - Epoch:046, train loss:0.6150, val loss:0.6666, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.30, val_dep_acc:88.66, time:6.91 s
2025-08-05 22:23:00,783 - Epoch:047, train loss:0.6145, val loss:0.6697, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.22, val_dep_acc:88.64, time:7.02 s
2025-08-05 22:23:07,763 - Epoch:048, train loss:0.6138, val loss:0.6657, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.35, val_dep_acc:88.80, time:6.98 s
2025-08-05 22:23:14,793 - Epoch:049, train loss:0.6144, val loss:0.6650, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.31, val_dep_acc:88.67, time:7.03 s
2025-08-05 22:23:21,836 - Epoch:050, train loss:0.6130, val loss:0.6653, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.22, val_dep_acc:88.69, time:7.04 s
2025-08-05 22:23:28,775 - Epoch:051, train loss:0.6113, val loss:0.6662, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.11, val_dep_acc:88.74, time:6.94 s
2025-08-05 22:23:35,739 - Training Finished! Early stopping at epoch 52
2025-08-05 22:23:35,739 - Best model found at epoch 42. 
Train Loss: 0.6190, Val Loss: 0.6639, Val Severity Acc: 0.8145, Val Depart Acc: 0.8885, Combined Score: 0.9033
2025-08-05 22:25:39,539 - Epoch:001, train loss:1.4300, val loss:0.8529, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:80.99, val_dep_acc:83.47, time:7.12 s
2025-08-05 22:25:46,733 - Epoch:002, train loss:0.7694, val loss:0.7267, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.33, val_dep_acc:87.11, time:7.19 s
2025-08-05 22:25:53,817 - Epoch:003, train loss:0.7106, val loss:0.7034, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.35, val_dep_acc:87.49, time:7.08 s
2025-08-05 22:26:00,915 - Epoch:004, train loss:0.6907, val loss:0.6857, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:87.94, time:7.10 s
2025-08-05 22:26:07,920 - Epoch:005, train loss:0.6820, val loss:0.6865, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.65, val_dep_acc:87.81, time:7.00 s
2025-08-05 22:26:15,068 - Epoch:006, train loss:0.6747, val loss:0.6791, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.62, val_dep_acc:87.97, time:7.15 s
2025-08-05 22:26:22,234 - Epoch:007, train loss:0.6692, val loss:0.6742, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.60, val_dep_acc:88.14, time:7.17 s
2025-08-05 22:26:29,187 - Epoch:008, train loss:0.6653, val loss:0.6722, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.53, val_dep_acc:88.11, time:6.95 s
2025-08-05 22:26:36,310 - Epoch:009, train loss:0.6625, val loss:0.6723, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.62, val_dep_acc:88.29, time:7.12 s
2025-08-05 22:26:43,439 - Epoch:010, train loss:0.6606, val loss:0.6660, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.68, val_dep_acc:88.54, time:7.13 s
2025-08-05 22:26:50,667 - Epoch:011, train loss:0.6568, val loss:0.6671, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:88.61, time:7.23 s
2025-08-05 22:26:57,809 - Epoch:012, train loss:0.6539, val loss:0.6627, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.60, val_dep_acc:88.66, time:7.14 s
2025-08-05 22:27:04,722 - Epoch:013, train loss:0.6536, val loss:0.6658, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.70, val_dep_acc:88.36, time:6.91 s
2025-08-05 22:27:11,581 - Epoch:014, train loss:0.6521, val loss:0.6671, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.64, val_dep_acc:88.22, time:6.86 s
2025-08-05 22:27:18,449 - Epoch:015, train loss:0.6488, val loss:0.6613, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.63, val_dep_acc:88.52, time:6.87 s
2025-08-05 22:27:25,359 - Epoch:016, train loss:0.6505, val loss:0.6633, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.40, val_dep_acc:88.62, time:6.91 s
2025-08-05 22:27:32,342 - Epoch:017, train loss:0.6488, val loss:0.6609, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.51, val_dep_acc:88.53, time:6.98 s
2025-08-05 22:27:39,474 - Epoch:018, train loss:0.6456, val loss:0.6597, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.65, val_dep_acc:88.74, time:7.13 s
2025-08-05 22:27:46,450 - Epoch:019, train loss:0.6453, val loss:0.6622, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.46, val_dep_acc:88.60, time:6.98 s
2025-08-05 22:27:53,561 - Epoch:020, train loss:0.6432, val loss:0.6571, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:88.75, time:7.11 s
2025-08-05 22:28:00,534 - Epoch:021, train loss:0.6418, val loss:0.6631, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.67, val_dep_acc:88.59, time:6.97 s
2025-08-05 22:28:07,479 - Epoch:022, train loss:0.6396, val loss:0.6605, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.60, val_dep_acc:88.49, time:6.94 s
2025-08-05 22:28:14,476 - Epoch:023, train loss:0.6395, val loss:0.6567, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.57, val_dep_acc:88.70, time:7.00 s
2025-08-05 22:28:21,450 - Epoch:024, train loss:0.6380, val loss:0.6574, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.64, val_dep_acc:88.73, time:6.97 s
2025-08-05 22:28:28,373 - Epoch:025, train loss:0.6364, val loss:0.6553, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.69, val_dep_acc:88.73, time:6.92 s
2025-08-05 22:28:35,525 - Epoch:026, train loss:0.6359, val loss:0.6581, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:88.76, time:7.15 s
2025-08-05 22:28:42,669 - Epoch:027, train loss:0.6339, val loss:0.6569, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:88.82, time:7.14 s
2025-08-05 22:28:49,703 - Epoch:028, train loss:0.6338, val loss:0.6578, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.63, val_dep_acc:88.70, time:7.03 s
2025-08-05 22:28:56,605 - Epoch:029, train loss:0.6320, val loss:0.6584, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.67, val_dep_acc:88.60, time:6.90 s
2025-08-05 22:29:03,582 - Epoch:030, train loss:0.6318, val loss:0.6553, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.59, val_dep_acc:88.73, time:6.98 s
2025-08-05 22:29:10,618 - Epoch:031, train loss:0.6305, val loss:0.6565, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.56, val_dep_acc:88.71, time:7.04 s
2025-08-05 22:29:17,714 - Epoch:032, train loss:0.6306, val loss:0.6595, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.59, val_dep_acc:88.63, time:7.10 s
2025-08-05 22:29:24,706 - Epoch:033, train loss:0.6286, val loss:0.6578, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.59, val_dep_acc:88.63, time:6.99 s
2025-08-05 22:29:31,841 - Epoch:034, train loss:0.6279, val loss:0.6574, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.65, val_dep_acc:88.89, time:7.13 s
2025-08-05 22:29:38,815 - Epoch:035, train loss:0.6272, val loss:0.6592, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.61, val_dep_acc:88.80, time:6.97 s
2025-08-05 22:29:45,845 - Epoch:036, train loss:0.6264, val loss:0.6549, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.60, val_dep_acc:88.66, time:7.03 s
2025-08-05 22:29:51,508 - Epoch:037, train loss:0.6256, val loss:0.6573, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.67, val_dep_acc:88.77, time:5.66 s
2025-08-05 22:29:57,278 - Epoch:038, train loss:0.6241, val loss:0.6558, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.63, val_dep_acc:88.69, time:5.77 s
2025-08-05 22:30:02,888 - Epoch:039, train loss:0.6234, val loss:0.6578, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.64, val_dep_acc:88.70, time:5.61 s
2025-08-05 22:30:09,138 - Epoch:040, train loss:0.6227, val loss:0.6564, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.65, val_dep_acc:88.86, time:6.25 s
2025-08-05 22:30:15,457 - Epoch:041, train loss:0.6217, val loss:0.6573, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.59, val_dep_acc:88.82, time:6.32 s
2025-08-05 22:30:21,818 - Epoch:042, train loss:0.6213, val loss:0.6551, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.66, val_dep_acc:88.80, time:6.36 s
2025-08-05 22:30:28,222 - Epoch:043, train loss:0.6199, val loss:0.6557, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.63, val_dep_acc:88.85, time:6.40 s
2025-08-05 22:30:34,830 - Training Finished! Early stopping at epoch 44
2025-08-05 22:30:34,830 - Best model found at epoch 34. 
Train Loss: 0.6279, Val Loss: 0.6574, Val Severity Acc: 0.8165, Val Depart Acc: 0.8889, Combined Score: 0.9054
2025-08-05 22:32:45,904 - Epoch:001, train loss:1.4090, val loss:0.8507, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.22, val_dep_acc:82.09, time:7.36 s
2025-08-05 22:32:52,631 - Epoch:002, train loss:0.7646, val loss:0.7221, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.69, val_dep_acc:87.17, time:6.73 s
2025-08-05 22:32:58,057 - Epoch:003, train loss:0.7055, val loss:0.6956, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.83, val_dep_acc:87.94, time:5.42 s
2025-08-05 22:33:04,680 - Epoch:004, train loss:0.6875, val loss:0.6861, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.87, val_dep_acc:88.08, time:6.62 s
2025-08-05 22:33:11,692 - Epoch:005, train loss:0.6777, val loss:0.6838, seu_loss1:0.0000, seu_loss2:0.0000, val_sev_acc:81.45, val_dep_acc:88.10, time:7.01 s
